energy quality 0.05
7.63909	14.2742
11.1542	19.2374
7.93693	16.7267
11.1521	22.5733
7.6264	18.3273
12.142	20.7319
11.3509	12.0881
7.59561	11.1048
12.147	18.7552
8.92544	18.3775
8.77448	18.8675
12.2172	18.9107
10.6661	16.7265
12.5039	18.2895
8.8341	18.3516
12.3414	14.3351
5.85252	15.648
3.88558	13.5857
3.93579	16.7111
5.73264	22.7321
4.06405	20.4484
5.71609	20.8423
3.85092	13.5144
5.81107	12.0848
6.67915	18.8084
6.71315	21.9336
5.04324	21.1668
6.06401	17.7757
6.77749	18.3799
6.03272	18.7348
6.72152	14.3977
5.97272	14.6502
9.462	15.7114
5.93193	14.228
9.67821	19.254
9.65293	22.9551
6.127	18.0391
6.06464	14.2132
11.0431	12.1402
5.90935	11.0949
11.4524	18.6443
7.51453	18.0132
10.7661	21.8497
7.41305	18.5012
10.3976	19.0004
10.6403	18.4414
7.39614	18.0872
7.34694	14.821
5.2914	16.0236
3.86309	14.8012
5.21355	20.0652
4.2255	19.0899
5.09431	24.8617
4.91247	22.3682
3.75844	14.8218
3.83526	10.6763
4.92579	22.8514
6.11579	23.0366
4.91234	27.6331
6.20716	19.6206
5.03495	19.708
6.24017	18.9859
6.09053	14.6281
4.74408	15.9496
12.3994	13.8718
16.8118	20.174
12.4628	15.9012
17.7893	26.9826
12.4803	16.529
16.6303	25.1918
16.7223	12.4671
12.3655	10.9367
18.8875	17.9915
14.5301	17.9885
14.1987	18.3965
19.033	17.8939
14.6642	15.9772
19.239	17.1012
14.3688	17.9306
19.0767	14.0062
9.44025	16.2454
6.32234	14.1228
6.42112	16.7895
9.40847	27.3825
6.28454	19.664
9.35775	25.6228
6.35892	14.3293
9.56974	12.5064
12.1579	18.1001
11.8986	20.3712
9.92942	21.2355
9.5769	18.0704
12.2795	17.2256
9.79949	18.9222
12.1611	14.02
9.75997	14.621
13.3752	16.2536
7.91255	13.7633
12.1995	20.1083
13.5136	26.9262
8.12669	16.1258
7.96769	13.7472
12.8215	12.489
7.91133	10.9666
14.9296	18.05
12.9349	17.6844
15.3251	20.4918
11.3941	18.0869
14.9448	18.0195
14.7022	17.3874
12.8382	17.7134
11.4069	14.9352
7.78058	16.6372
5.92578	15.2703
7.41206	20.9175
6.07386	19.1578
7.38289	35.1962
8.51871	30.3263
5.97467	15.5971
5.87136	11.1054
10.668	23.2125
12.3787	21.3488
9.91296	31.8032
11.3176	18.5292
9.71073	19.7749
11.3091	17.7809
11.7002	14.2713
9.91278	16.1056
